Index,cafes name,Overall_Rating,Cuisine,Rate for two,location,Review,Neighborhood,Ambiance,Dietary_Options,Seating_Type,Work_Friendly,Special_Features,Opening_Hours,Alternative_Milk_Options,Food_Menu,Contact Mails,Contact_Number
718,Antari By Soul Garden Bistro,-,"Cafe, Beverages, Desserts, Bakery",600,chennai,Worst service. Waste of money. Don't go to this restaurant. Food is below average. None of the items in the menu are available.,Old Town,Cozy,Vegan-friendly,Indoor,Yes,Open Mic Nights,8 AM - 11 PM,Soy,"Pastries, Sandwiches, Salads",contact@antaribysoulgardenbistro.com,9.16E+11
719,The Chocolate Room,4.2,"Cafe, Shake, Beverages, Salad, Fast Food, Italian, Mexican, Desserts","1,000",chandigarh,Really liked the ambiance of this place. The Sizzler was very good. Although the shake below average. Spent around 600 for the shake and it was really not worth it. The overall experience was good. The ambiance is very well done. The price and quality of the food needs a definite improvement.,Riverside,Cozy,Vegan-friendly,Indoor,No,None,8 AM - 11 PM,Soy,Full Breakfast & Lunch,contact@thechocolateroom.com,9.19E+11
720,Brooklyn Central,4.3,"Cafe, Shake, Beverages, American, Continental, Pizza, Burger, Bar Food","1,600",chandigarh,Aglio olio spaghetti was not good. It only tasted of black pepper.,Downtown,Quiet,Vegan-friendly,Indoor,No,Board Games,6 AM - 8 PM,None,"Pastries, Sandwiches, Salads",contact@brooklyncentral.com,9.16E+11
721,Los Amigo's Cafe,4,"Cafe, Italian, Fast Food, Pizza, Sandwich, Burger, Desserts, Beverages",950,chandigarh,"Item are missings garlic breads not in my order , careless resturant about food order packing",Downtown,Lively,Vegan-friendly,Both,No,Board Games,8 AM - 11 PM,None,Full Breakfast & Lunch,contact@losamigo'scafe.com,9.18E+11
722,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,what am i supposed to do with this? i am supposed to gift it to someone. this is not at all worthy of that!,Riverside,Cozy,Keto-friendly,Outdoor,No,Live Music,7 AM - 10 PM,Coconut,"Pastries, Sandwiches, Salads",contact@pannacottas.com,9.19E+11
723,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,"Wonderful food, good quality and uniquely tasteful cuisine :)",Riverside,Rustic,Vegan-friendly,Indoor,No,Live Music,6 AM - 8 PM,Almond,Vegan & Organic Food,contact@pannacottas.com,9.18E+11
724,Pannacottas,4.1,"Cafe, French, Italian, Belgian, Continental, Bakery, Desserts, Beverages","1,200",chandigarh,The quality of food never seizes to amaze me.The breads of this place are my favourite. Best in the city!!,Suburb,Cozy,Keto-friendly,Indoor,Yes,None,8 AM - 11 PM,None,Vegan & Organic Food,contact@pannacottas.com,9.17E+11
725,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,i had the best pizza of my life the veggie farm .. too good,Downtown,Quiet,Vegan-friendly,Indoor,No,Board Games,8 AM - 11 PM,Oat,Only Beverages,contact@thehedgehogcafé.com,9.19E+11
726,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,1.pocket no 762.peri mason3.light club sandwich very good food .wow,City Center,Lively,Keto-friendly,Indoor,Yes,Open Mic Nights,9 AM - 9 PM,Soy,Only Beverages,contact@thehedgehogcafé.com,9.18E+11
727,The Hedgehog Café,4.2,"Cafe, Italian, Continental, BBQ, Burger, Fast Food, Desserts, Beverages","1,400",chandigarh,nice food,Downtown,Cozy,Keto-friendly,Indoor,No,Pet-friendly,6 AM - 8 PM,Almond,Full Breakfast & Lunch,contact@thehedgehogcafé.com,9.18E+11
728,IL Forno Magico,4,"Cafe, Continental, Chinese, Mexican, Fast Food, Bakery, Desserts, Beverages","1,100",chandigarh,quality and quality are reduced!!,Suburb,Cozy,Vegan-friendly,Both,Yes,Open Mic Nights,9 AM - 9 PM,Oat,"Pastries, Sandwiches, Salads",contact@ilfornomagico.com,9.16E+11
729,IL Forno Magico,4,"Cafe, Continental, Chinese, Mexican, Fast Food, Bakery, Desserts, Beverages","1,100",chandigarh,bit soggy not crispy ,Old Town,Quiet,None,Indoor,No,Board Games,7 AM - 10 PM,None,"Pastries, Sandwiches, Salads",contact@ilfornomagico.com,9.17E+11
730,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,"Cappuccino tasted really bad, had a burnt taste.Iced cappuccino was like tasteless brown water",Downtown,Quiet,Keto-friendly,Outdoor,Yes,None,6 AM - 8 PM,Oat,Full Breakfast & Lunch,contact@bluetokaicoffeeroasters.com,9.18E+11
731,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,"For a coffee place, the coffee definitely falls short. but it's almost made up for in terms of food, the mezze platter is perfect if you want something healthy and light. Grilled chicken aglio olio spaghetti for when you need something to fill up. Only Vietnamese Style coffee was something I could enjoy. ",Old Town,Quiet,Vegan-friendly,Both,No,Board Games,8 AM - 11 PM,Oat,Only Beverages,contact@bluetokaicoffeeroasters.com,9.17E+11
732,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,Uncooked fries,Riverside,Modern,Gluten-free options,Indoor,No,Pet-friendly,9 AM - 9 PM,Almond,"Pastries, Sandwiches, Salads",contact@bluetokaicoffeeroasters.com,9.16E+11
733,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,One of the best sandwiches’!!,Suburb,Lively,Keto-friendly,Both,Yes,Board Games,8 AM - 11 PM,Coconut,Only Beverages,contact@bluetokaicoffeeroasters.com,9.19E+11
734,Blue Tokai Coffee Roasters,3.8,"Cafe, Coffee, Beverages, Continental, Burger, Pizza, Pasta, Desserts",800,chandigarh,i did not receive guacamole and hummus,Riverside,Cozy,Gluten-free options,Outdoor,No,Live Music,7 AM - 10 PM,Coconut,Only Beverages,contact@bluetokaicoffeeroasters.com,9.17E+11
735,Big Jerks,4,"Cafe, Pizza, Burger, Salad, Fast Food, Waffle, Shake, Beverages","1,100",chandigarh,Dry paste with no sauce and it’s pink sauce pasta,Downtown,Rustic,Vegan-friendly,Indoor,Yes,None,6 AM - 8 PM,None,Vegan & Organic Food,contact@bigjerks.com,9.19E+11
736,Big Jerks,4,"Cafe, Pizza, Burger, Salad, Fast Food, Waffle, Shake, Beverages","1,100",chandigarh,awesome food.... Nutella waffle 🧇 awesome ,Downtown,Lively,None,Outdoor,Yes,Live Music,8 AM - 11 PM,None,"Pastries, Sandwiches, Salads",contact@bigjerks.com,9.18E+11
737,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,"I just had my big bro non veg salad again. They’ve fantastic menu. Usually I order online, today I went dining. Staff is extremely polite and friendly. Must visit.",Riverside,Quiet,Keto-friendly,Outdoor,Yes,Open Mic Nights,7 AM - 10 PM,Almond,"Pastries, Sandwiches, Salads",contact@thebigbro.com,9.20E+11
738,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,taste is awesome 👍,City Center,Quiet,Vegan-friendly,Outdoor,No,Live Music,8 AM - 11 PM,Oat,Full Breakfast & Lunch,contact@thebigbro.com,9.18E+11
739,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,Nutella croissant was not fresh.stomach got so upset after eating,City Center,Quiet,None,Indoor,No,Pet-friendly,9 AM - 9 PM,None,Vegan & Organic Food,contact@thebigbro.com,9.19E+11
740,The Big Bro,4.2,"Cafe, Italian, Continental, Mexican, Beverages, Desserts","1,400",chandigarh,i would like a refund there's no coffee left in here to drink ,Old Town,Quiet,None,Both,Yes,Open Mic Nights,9 AM - 9 PM,None,Only Beverages,contact@thebigbro.com,9.17E+11
741,TCB Cafe,3.9,"Cafe, Coffee, Sandwich, Burger, Fast Food, Wraps, Salad, Beverages",700,chandigarh,"Food is delicious, Quantity is quiet good . service is quick. ",Riverside,Rustic,None,Outdoor,No,Open Mic Nights,6 AM - 8 PM,Coconut,Vegan & Organic Food,contact@tcbcafe.com,9.19E+11
742,TCB Cafe,3.9,"Cafe, Coffee, Sandwich, Burger, Fast Food, Wraps, Salad, Beverages",700,chandigarh,TCB has lovely food. The owner is super frieny.i have eaten there many times and also ordered delivery. The food comes very nicely packaged for deliveries. Lovely coffee as well,Downtown,Rustic,Keto-friendly,Both,No,None,9 AM - 9 PM,Soy,"Pastries, Sandwiches, Salads",contact@tcbcafe.com,9.17E+11
743,Brookies,New,"Desserts, Cafe, Coffee, Tea, Shake, Beverages",400,chandigarh,Amazing 🤩,Riverside,Cozy,None,Both,No,None,7 AM - 10 PM,Soy,Vegan & Organic Food,contact@brookies.com,9.18E+11
744,Celeste Cafe & Bar,3,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,Have been to Celeste Cafe twice and on both occasions it had been an enriching experience. Their menu has some unique dishes to tickle your taste buds both in Indian and conti . The helping is good and the ambience aesthetic.  Overall gives you a feel good factor both in terms of environment and food.Keep it up !!!,Suburb,Lively,Keto-friendly,Outdoor,Yes,Board Games,6 AM - 8 PM,Coconut,Full Breakfast & Lunch,contact@celestecafeandbar.com,9.19E+11
745,Celeste Cafe & Bar,3,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,a very good place for lunch and dinner with classy ambiance ,Downtown,Lively,Keto-friendly,Both,Yes,Board Games,8 AM - 11 PM,Soy,Only Beverages,contact@celestecafeandbar.com,9.19E+11
746,Celeste Cafe & Bar,3,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,"An aesthetic cafe with mouth watering food and drinks , the Thai curry is something to die for ⭐️🤩",Old Town,Cozy,None,Both,Yes,Board Games,6 AM - 8 PM,Coconut,Only Beverages,contact@celestecafeandbar.com,9.18E+11
747,Celeste Cafe & Bar,3,"Cafe, Coffee, Beverages, Continental, North Indian, Chinese, Fast Food, Desserts","1,500",chandigarh,Restaurant/cafe are basically eating places which means food should be commendable but this place lacks it all. I wonder why ppl have posted that food is good. Keeping a place trendy doesn’t mean it serves good food. Pizza was not at all close enough to what pizza should be and neither did phad Thai noodles. Wastage of money,Old Town,Rustic,Keto-friendly,Both,No,Open Mic Nights,9 AM - 9 PM,Coconut,"Pastries, Sandwiches, Salads",contact@celestecafeandbar.com,9.18E+11
748,Mansar Coffee,3.8,"Cafe, Fast Food, Mexican, Sandwich, Pasta, Pizza, Thai, Coffee",850,chandigarh,Wrong item sent,Suburb,Quiet,None,Outdoor,Yes,Pet-friendly,8 AM - 11 PM,Almond,Only Beverages,contact@mansarcoffee.com,9.16E+11
749,Mansar Coffee,3.8,"Cafe, Fast Food, Mexican, Sandwich, Pasta, Pizza, Thai, Coffee",850,chandigarh,Superb taste…the best!!,City Center,Lively,Keto-friendly,Both,Yes,Open Mic Nights,8 AM - 11 PM,Soy,Full Breakfast & Lunch,contact@mansarcoffee.com,9.18E+11
750,Owling By Fat Dad,4.2,"Cafe, Fast Food, Pizza, Pasta, Salad, Street Food, Beverages, Desserts",900,chandigarh,Stale food worst experience,City Center,Quiet,None,Indoor,No,Board Games,8 AM - 11 PM,None,Vegan & Organic Food,contact@owlingbyfatdad.com,9.20E+11
751,Owling By Fat Dad,4.2,"Cafe, Fast Food, Pizza, Pasta, Salad, Street Food, Beverages, Desserts",900,chandigarh,Momo worse sadak wale b ache hote ae and packing pe tape nai lagayi na kuch kiya bekar kaam inke,Riverside,Lively,Keto-friendly,Outdoor,Yes,None,7 AM - 10 PM,Coconut,Only Beverages,contact@owlingbyfatdad.com,9.18E+11
752,Downtown Cafe & Bakery,4,"Cafe, Chinese, Fast Food, Beverages, North Indian",850,chandigarh,its amazing 🤩 test i would say you must try it 👌,Downtown,Rustic,Vegan-friendly,Both,No,Pet-friendly,7 AM - 10 PM,Soy,Vegan & Organic Food,contact@downtowncafeandbakery.com,9.16E+11
753,Downtown Cafe & Bakery,4,"Cafe, Chinese, Fast Food, Beverages, North Indian",850,chandigarh,There was a mistake with one item and Sachin the manager delivered it himself. I usually eat in person and I will definitely order again!,Riverside,Lively,None,Both,Yes,None,6 AM - 8 PM,Soy,"Pastries, Sandwiches, Salads",contact@downtowncafeandbakery.com,9.17E+11
754,French Press Cafe,3.5,"Cafe, Italian, Fast Food, Salad, Desserts, Beverages, Coffee, Tea","1,200",chandigarh,"Wonderful gourmet food , as ever .Blessings for the affection shown .",Downtown,Modern,Keto-friendly,Both,No,Open Mic Nights,9 AM - 9 PM,None,Vegan & Organic Food,contact@frenchpresscafe.com,9.18E+11
755,French Press Cafe,3.5,"Cafe, Italian, Fast Food, Salad, Desserts, Beverages, Coffee, Tea","1,200",chandigarh,"I visit books and brew quite often and was eyeing to visit the french press cafe for quite a while. I went to the cafe and it was as empty as a graveyard at night. I ordered a cappuccino for myself while working and was also waiting for my partner to arrive. Approximately after an hour the owner sends his employee to tell me to leave as I didn’t order anything else till that point of time. Keeping in mind I was waiting for somebody to arrive and eating beforehand and being done with the meal seems inappropriate. I left politely without complaining about their ‘warm’ behaviour. I went straight to books and brew, met my partner there and had loads of fun and food. I often used to...read more",Riverside,Quiet,None,Indoor,No,None,8 AM - 11 PM,Almond,Only Beverages,contact@frenchpresscafe.com,9.18E+11
756,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,"forgot the second burger, only brought one",City Center,Modern,Keto-friendly,Outdoor,No,Open Mic Nights,6 AM - 8 PM,Almond,"Pastries, Sandwiches, Salads",contact@pokketcafe.com,9.17E+11
757,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,not provided french fries with burger when we go to eat then they provide ,Suburb,Lively,Keto-friendly,Outdoor,Yes,Live Music,6 AM - 8 PM,Oat,Full Breakfast & Lunch,contact@pokketcafe.com,9.16E+11
758,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,"The classic fries was good but peri peri fries were sweet, i expected it to be spicy.",Riverside,Lively,Vegan-friendly,Indoor,No,Board Games,7 AM - 10 PM,Soy,Only Beverages,contact@pokketcafe.com,9.18E+11
759,Pokket Cafe,3.4,"Cafe, Fast Food, Desserts, Beverages",650,chandigarh,I had their blueberry cheese cake and it is really good..but I didn’t liked their staff and service as there was delay in food delivery and I had to wait for a lot of time.,Riverside,Rustic,Keto-friendly,Outdoor,No,None,9 AM - 9 PM,Soy,Only Beverages,contact@pokketcafe.com,9.17E+11
760,BitesBee,3.9,"Cafe, Coffee, South Indian, North Indian, Chinese, Fast Food, Desserts, Shake","1,000",chandigarh,"it was soft but not tasty , very average ",Downtown,Quiet,Gluten-free options,Outdoor,No,None,8 AM - 11 PM,Coconut,Only Beverages,contact@bitesbee.com,9.19E+11
761,BitesBee,3.9,"Cafe, Coffee, South Indian, North Indian, Chinese, Fast Food, Desserts, Shake","1,000",chandigarh,When first meal of the day turns amazing then whole day goes amazing too. It was quite a nice breakfast. 👌🏻,Riverside,Lively,None,Indoor,Yes,Open Mic Nights,7 AM - 10 PM,Soy,Full Breakfast & Lunch,contact@bitesbee.com,9.19E+11
762,Sardar-Ji-Bakhsh Coffee & Co.,4,"Coffee, Tea, Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza",700,chandigarh,Excellent product,Riverside,Lively,Keto-friendly,Indoor,No,Live Music,7 AM - 10 PM,Almond,"Pastries, Sandwiches, Salads",contact@sardar-ji-bakhshcoffeeandco..com,9.19E+11
763,Sardar-Ji-Bakhsh Coffee & Co.,4,"Coffee, Tea, Cafe, Fast Food, Burger, Pasta, Sandwich, Pizza",700,chandigarh,Cup was leaking. Please make sure that packaging is done right.,City Center,Lively,None,Both,No,Board Games,8 AM - 11 PM,Oat,"Pastries, Sandwiches, Salads",contact@sardar-ji-bakhshcoffeeandco..com,9.17E+11
764,BenJi Cafe,4.1,"Cafe, North Indian, Fast Food",500,chandigarh,their was no sauces in burger,Riverside,Modern,Vegan-friendly,Outdoor,No,None,8 AM - 11 PM,Almond,Only Beverages,contact@benjicafe.com,9.19E+11
